AverageTime,CurrentTime,Description,Distance,EndPoint,Name,StartPoint,TimeUpdated,TravelTimeID,timestamp
26,26,Everett to Downtown Bellevue using HOV lanes,27.84,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""S"", ""Latitude"": 47.617331, ""Longitude"": -122.188782, ""MilePost"": 13.33, ""RoadName"": ""405""}",Everett-Bellevue HOV,"{""Description"": ""I-5 @ 41st St in Everett"", ""Direction"": ""S"", ""Latitude"": 47.964146, ""Longitude"": -122.199237, ""MilePost"": 192.55, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,12,2025-02-04 16:23:32.489436
8,8,Federal Way to SeaTac,8.82,"{""Description"": ""I-5 @ S 188th St in SeaTac"", ""Direction"": ""N"", ""Latitude"": 47.43876, ""Longitude"": -122.26947, ""MilePost"": 152.8, ""RoadName"": ""005""}",Federal Way-SeaTac,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""N"", ""Latitude"": 47.315446, ""Longitude"": -122.296702, ""MilePost"": 143.98, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,13,2025-02-04 16:23:32.489436
8,8,Federal Way to SeaTac using HOV lanes,8.82,"{""Description"": ""I-5 @ S 188th St in SeaTac"", ""Direction"": ""N"", ""Latitude"": 47.43876, ""Longitude"": -122.26947, ""MilePost"": 152.8, ""RoadName"": ""005""}",Federal Way-SeaTac HOV,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""N"", ""Latitude"": 47.315446, ""Longitude"": -122.296702, ""MilePost"": 143.98, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,14,2025-02-04 16:23:32.489436
10,10,SeaTac to Federal Way using HOV lanes,9.16,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""S"", ""Latitude"": 47.31384, ""Longitude"": -122.298609, ""MilePost"": 143.64, ""RoadName"": ""005""}",SeaTac-Federal Way HOV,"{""Description"": ""I-5 @ S 188th St in SeaTac"", ""Direction"": ""S"", ""Latitude"": 47.43876, ""Longitude"": -122.26947, ""MilePost"": 152.8, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,15,2025-02-04 16:23:32.489436
15,13,SeaTac to Federal Way,9.16,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""S"", ""Latitude"": 47.31384, ""Longitude"": -122.298609, ""MilePost"": 143.64, ""RoadName"": ""005""}",SeaTac-Federal Way,"{""Description"": ""I-5 @ S 188th St in SeaTac"", ""Direction"": ""S"", ""Latitude"": 47.43876, ""Longitude"": -122.26947, ""MilePost"": 152.8, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,16,2025-02-04 16:23:32.489436
26,22,Federal Way to Downtown Seattle,21.85,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""N"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",Federal Way-Seattle,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""N"", ""Latitude"": 47.315446, ""Longitude"": -122.296702, ""MilePost"": 143.98, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,17,2025-02-04 16:23:32.489436
23,23,Federal Way to Downtown Seattle using HOV lanes,21.85,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""N"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",Federal Way-Seattle HOV,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""N"", ""Latitude"": 47.315446, ""Longitude"": -122.296702, ""MilePost"": 143.98, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,18,2025-02-04 16:23:32.489436
31,23,Downtown Seattle to Federal Way using HOV lanes,22.19,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""S"", ""Latitude"": 47.31384, ""Longitude"": -122.298609, ""MilePost"": 143.64, ""RoadName"": ""005""}",Seattle-Federal Way HOV,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""S"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,19,2025-02-04 16:23:32.489436
44,27,Downtown Seattle to Federal Way,22.19,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""S"", ""Latitude"": 47.31384, ""Longitude"": -122.298609, ""MilePost"": 143.64, ""RoadName"": ""005""}",Seattle-Federal Way,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""S"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,20,2025-02-04 16:23:32.489436
67,39,Downtown Bellevue to Federal Way,24.47,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""S"", ""Latitude"": 47.31384, ""Longitude"": -122.298609, ""MilePost"": 143.64, ""RoadName"": ""005""}",Bellevue-Federal Way,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""S"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.33, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,21,2025-02-04 16:23:32.489436
29,43,Federal Way to Downtown Bellevue,24.13,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""N"", ""Latitude"": 47.61361, ""Longitude"": -122.18797, ""MilePost"": 13.6, ""RoadName"": ""405""}",Federal Way-Bellevue,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""N"", ""Latitude"": 47.315446, ""Longitude"": -122.296702, ""MilePost"": 143.98, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,22,2025-02-04 16:23:32.489436
43,28,Downtown Bellevue to Federal Way using HOV lanes,24.62,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""S"", ""Latitude"": 47.31384, ""Longitude"": -122.298609, ""MilePost"": 143.64, ""RoadName"": ""005""}",Bellevue-Federal Way HOV,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""S"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.33, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,23,2025-02-04 16:23:32.489436
25,30,Federal Way to Downtown Bellevue using HOV lanes,24.13,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""N"", ""Latitude"": 47.61361, ""Longitude"": -122.18797, ""MilePost"": 13.6, ""RoadName"": ""405""}",Federal Way-Bellevue HOV,"{""Description"": ""I-5 @ S 320th St in Federal Way"", ""Direction"": ""N"", ""Latitude"": 47.315446, ""Longitude"": -122.296702, ""MilePost"": 143.98, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,24,2025-02-04 16:23:32.489436
35,19,Downtown Seattle to Lynnwood using HOV lanes,15.73,"{""Description"": ""I-5 @ 196th St SW in Lynnwood"", ""Direction"": ""N"", ""Latitude"": 47.819545, ""Longitude"": -122.279109, ""MilePost"": 181.56, ""RoadName"": ""005""}",Seattle-Lynnwood HOV,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""N"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,25,2025-02-04 16:23:32.489436
32,22,Lynnwood to Downtown Seattle,15.23,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""S"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",Lynnwood-Seattle,"{""Description"": ""I-5 @ 196th St SW in Lynnwood"", ""Direction"": ""S"", ""Latitude"": 47.820954, ""Longitude"": -122.279633, ""MilePost"": 181.06, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,26,2025-02-04 16:23:32.489436
43,22,Downtown Seattle to Lynnwood,15.73,"{""Description"": ""I-5 @ 196th St SW in Lynnwood"", ""Direction"": ""N"", ""Latitude"": 47.819545, ""Longitude"": -122.279109, ""MilePost"": 181.56, ""RoadName"": ""005""}",Seattle-Lynnwood,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""N"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,27,2025-02-04 16:23:32.489436
19,14,Renton to Downtown Seattle using HOV lanes,13.5,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""N"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",Renton-Seattle HOV,"{""Description"": ""I-405 @ SR 167 in Renton"", ""Direction"": ""S"", ""Latitude"": 47.458, ""Longitude"": -122.217, ""MilePost"": 2.21, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,30,2025-02-04 16:23:32.489436
20,13,Downtown Seattle to Renton using HOV lanes,13.59,"{""Description"": ""I-405 @ SR 167 in Renton"", ""Direction"": ""N"", ""Latitude"": 47.467434, ""Longitude"": -122.219631, ""MilePost"": 2.21, ""RoadName"": ""405""}",Seattle-Renton HOV,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""S"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,31,2025-02-04 16:23:32.489436
21,14,Renton to Downtown Seattle,13.67,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""N"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",Renton-Seattle,"{""Description"": ""I-405 @ SR 167 in Renton"", ""Direction"": ""S"", ""Latitude"": 47.458, ""Longitude"": -122.217, ""MilePost"": 2.21, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,32,2025-02-04 16:23:32.489436
27,15,Downtown Seattle to Renton,13.63,"{""Description"": ""I-405 @ SR 167 in Renton"", ""Direction"": ""N"", ""Latitude"": 47.467434, ""Longitude"": -122.219631, ""MilePost"": 2.21, ""RoadName"": ""405""}",Seattle-Renton,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""S"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,33,2025-02-04 16:23:32.489436
50,21,Downtown Bellevue to Lynnwood,16.46,"{""Description"": ""I-405 @ I-5 in Lynnwood"", ""Direction"": ""N"", ""Latitude"": 47.8237, ""Longitude"": -122.2517, ""MilePost"": 30.06, ""RoadName"": ""405""}",Bellevue-Lynnwood,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""N"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.6, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,35,2025-02-04 16:23:32.489436
18,16,Downtown Bellevue to Lynnwood using HOV lanes,15.93,"{""Description"": ""I-5 @ SR 526 in Lynnwood"", ""Direction"": ""N"", ""Latitude"": 47.920431, ""Longitude"": -122.206552, ""MilePost"": 29.53, ""RoadName"": ""405""}",Bellevue-Lynnwood HOV,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""N"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.6, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,36,2025-02-04 16:23:32.489436
16,15,Lynnwood to Downtown Bellevue using HOV lanes,16.73,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""S"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.33, ""RoadName"": ""405""}",Lynnwood-Bellevue HOV,"{""Description"": ""I-5 @ SR 526 in Lynnwood"", ""Direction"": ""S"", ""Latitude"": 47.831743, ""Longitude"": -122.262488, ""MilePost"": 30.06, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,37,2025-02-04 16:23:32.489436
24,15,Lynnwood to Downtown Bellevue,16.73,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""S"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.33, ""RoadName"": ""405""}",Lynnwood-Bellevue,"{""Description"": ""I-405 @ I-5 in Lynnwood"", ""Direction"": ""S"", ""Latitude"": 47.831743, ""Longitude"": -122.262488, ""MilePost"": 30.06, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,38,2025-02-04 16:23:32.489436
0,0,Everett to Downtown Seattle using express lanes,26.72,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""S"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",Everett-Seattle EL,"{""Description"": ""I-5 @ 41st St in Everett"", ""Direction"": ""S"", ""Latitude"": 47.964146, ""Longitude"": -122.199237, ""MilePost"": 192.55, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,39,2025-02-04 16:23:32.489436
0,0,Everett to Downtown Seattle using express lanes and HOV lanes,26.72,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""S"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",Everett-Seattle EL HOV,"{""Description"": ""I-5 @ 41st St in Everett"", ""Direction"": ""S"", ""Latitude"": 47.964146, ""Longitude"": -122.199237, ""MilePost"": 192.55, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,40,2025-02-04 16:23:32.489436
15,14,SeaTac to Downtown Seattle using HOV lanes,13.03,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""N"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",SeaTac-Seattle HOV,"{""Description"": ""I-5 @ S 188th St in SeaTac"", ""Direction"": ""N"", ""Latitude"": 47.43876, ""Longitude"": -122.26947, ""MilePost"": 152.8, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,41,2025-02-04 16:23:32.489436
23,14,Downtown Seattle to SeaTac using HOV lanes,13.03,"{""Description"": ""I-5 @ S 188th St in SeaTac"", ""Direction"": ""S"", ""Latitude"": 47.43876, ""Longitude"": -122.26947, ""MilePost"": 152.8, ""RoadName"": ""005""}",Seattle-SeaTac HOV,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""S"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,42,2025-02-04 16:23:32.489436
17,13,SeaTac to Downtown Seattle,13.03,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""N"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",SeaTac-Seattle,"{""Description"": ""I-5 @ S 188th St in SeaTac"", ""Direction"": ""N"", ""Latitude"": 47.43876, ""Longitude"": -122.26947, ""MilePost"": 152.8, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,43,2025-02-04 16:23:32.489436
28,14,Downtown Seattle to SeaTac,13.03,"{""Description"": ""I-5 @ S 188th St in SeaTac"", ""Direction"": ""S"", ""Latitude"": 47.43876, ""Longitude"": -122.26947, ""MilePost"": 152.8, ""RoadName"": ""005""}",Seattle-SeaTac,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""S"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,44,2025-02-04 16:23:32.489436
67,40,Alderwood to Southcenter via I-405,29.95,"{""Description"": ""I-405 @ I-5 in Tukwila"", ""Direction"": ""S"", ""Latitude"": 47.463303, ""Longitude"": -122.262701, ""MilePost"": 0.11, ""RoadName"": ""405""}",Alderwood-Southcenter via 405,"{""Description"": ""I-405 @ SR 525 in Lynnwood"", ""Direction"": ""S"", ""Latitude"": 47.8308, ""Longitude"": -122.2636, ""MilePost"": 30.06, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,51,2025-02-04 16:23:32.489436
57,35,Alderwood to Southcenter via I-5,27.97,"{""Description"": ""I-5 @ I-405 in Tukwila"", ""Direction"": ""S"", ""Latitude"": 47.4648, ""Longitude"": -122.2657, ""MilePost"": 154.65, ""RoadName"": ""005""}",Alderwood-Southcenter via 5,"{""Description"": ""I-5 @ I-405 in Lynnwood"", ""Direction"": ""S"", ""Latitude"": 47.8308, ""Longitude"": -122.2636, ""MilePost"": 182.62, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,52,2025-02-04 16:23:32.489436
66,44,Southcenter to Alderwood via I-405,29.62,"{""Description"": ""I-5 @ I-405 in Lynnwood"", ""Direction"": ""N"", ""Latitude"": 47.8308, ""Longitude"": -122.2636, ""MilePost"": 30.06, ""RoadName"": ""405""}",Southcenter-Alderwood via 405,"{""Description"": ""I-405 @ I-5 in Tukwila"", ""Direction"": ""N"", ""Latitude"": 47.4648, ""Longitude"": -122.2657, ""MilePost"": 0.44, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,53,2025-02-04 16:23:32.489436
69,41,I-5 NB from I-5 @ I-405 in Tukwila (MP 155) to I-5 @ I-405 in L,27.39,"{""Description"": ""I-5 @ I-405 in Lynnwood"", ""Direction"": ""N"", ""Latitude"": 47.8308, ""Longitude"": -122.2636, ""MilePost"": 182.04, ""RoadName"": ""005""}",Southcenter-Alderwood via 5,"{""Description"": ""I-5 @ I-405 in Tukwila"", ""Direction"": ""N"", ""Latitude"": 47.4648, ""Longitude"": -122.2657, ""MilePost"": 154.65, ""RoadName"": ""005""}",/Date(1738714800000-0800)/,54,2025-02-04 16:23:32.489436
11,10,Downtown Bellevue to SR 522 in Bothell using HOV lanes,9.41,"{""Description"": ""I-405 @ SR 522 in Bothell"", ""Direction"": ""N"", ""Latitude"": 47.751518, ""Longitude"": -122.187178, ""MilePost"": 23.01, ""RoadName"": ""405""}",Bellevue-SR 522 HOV,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""N"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.6, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,56,2025-02-04 16:23:32.489436
9,9,SR 522 in Bothell to Downtown Bellevue using HOV lanes,9.68,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""S"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.33, ""RoadName"": ""405""}",SR 522-Bellevue HOV,"{""Description"": ""I-405 @ SR 522 in Bothell"", ""Direction"": ""S"", ""Latitude"": 47.751518, ""Longitude"": -122.187178, ""MilePost"": 23.01, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,57,2025-02-04 16:23:32.489436
15,8,SR 522 in Bothell to Downtown Bellevue,9.68,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""S"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.33, ""RoadName"": ""405""}",SR 522-Bellevue,"{""Description"": ""I-405 @ SR 522 in Bothell"", ""Direction"": ""S"", ""Latitude"": 47.751518, ""Longitude"": -122.187178, ""MilePost"": 23.01, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,58,2025-02-04 16:23:32.489436
47,26,Woodinville to Downtown Seattle,20.76,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""N"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",Woodinville-Seattle via 90,"{""Description"": ""SR 522 @ SR 202 in Woodinville"", ""Direction"": ""S"", ""Latitude"": 47.75818, ""Longitude"": -122.16402, ""MilePost"": 23.01, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,59,2025-02-04 16:23:32.489436
28,24,Woodinville to Downtown Seattle,17.25,"{""Description"": ""I-5 @ University St in Seattle"", ""Direction"": ""S"", ""Latitude"": 47.609294, ""Longitude"": -122.331759, ""MilePost"": 165.83, ""RoadName"": ""005""}",Woodinville-Seattle via 520,"{""Description"": ""SR 522 @ SR 202 in Woodinville"", ""Direction"": ""W"", ""Latitude"": 47.75818, ""Longitude"": -122.16402, ""MilePost"": 23.01, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,60,2025-02-04 16:23:32.489436
42,25,Downtown Bellevue to Tukwila,13.22,"{""Description"": ""I-405 @ I-5 in Tukwila"", ""Direction"": ""S"", ""Latitude"": 47.463303, ""Longitude"": -122.262701, ""MilePost"": 0.11, ""RoadName"": ""405""}",Bellevue-Tukwila,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""S"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.33, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,63,2025-02-04 16:23:32.489436
24,16,Downtown Bellevue to Tukwila using HOV lanes,13.22,"{""Description"": ""I-405 @ I-5 in Tukwila"", ""Direction"": ""S"", ""Latitude"": 47.463303, ""Longitude"": -122.262701, ""MilePost"": 0.11, ""RoadName"": ""405""}",Bellevue-Tukwila HOV,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""S"", ""Latitude"": 47.6138, ""Longitude"": -122.18892, ""MilePost"": 13.33, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,64,2025-02-04 16:23:32.489436
14,14,Tukwila to Downtown Bellevue using HOV lanes,13.49,"{""Description"": ""I-405 @ NE 8th St in Bellevue"", ""Direction"": ""N"", ""Latitude"": 47.61361, ""Longitude"": -122.18797, ""MilePost"": 13.6, ""RoadName"": ""405""}",Tukwila-Bellevue HOV,"{""Description"": ""I-405 @ I-5 in Tukwila"", ""Direction"": ""N"", ""Latitude"": 47.4648, ""Longitude"": -122.2657, ""MilePost"": 0.11, ""RoadName"": ""405""}",/Date(1738714800000-0800)/,65,2025-02-04 16:23:32.489436
10,10,Auburn to Renton,10.28,"{""Description"": ""SR 167 @ I-405 in Renton"", ""Direction"": ""N"", ""Latitude"": 47.458, ""Longitude"": -122.217, ""MilePost"": 26.14, ""RoadName"": ""167""}",Auburn-Renton,"{""Description"": ""SR 167 @ 15th St NW in Auburn"", ""Direction"": ""N"", ""Latitude"": 47.323, ""Longitude"": -122.244, ""MilePost"": 15.86, ""RoadName"": ""167""}",/Date(1738714800000-0800)/,67,2025-02-04 16:23:32.489436
